,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,m2_living,m2_lot,m2_basement,m2_above,day,week_of_year,month,year,median_price,status
1019,7626200280,2014-10-02,425000.0,2,1.0,1170,5000,1.0,0,0,4,7,1030,140,1920,0,98136,47.5449,-122.388,1170,5850,108.69655680000001,464.51520000000005,13.0064256,95.69013120000001,2,40,10,2014,489950.0,buy
1021,7104100050,2014-06-24,485000.0,3,2.5,1500,5412,1.0,0,0,5,7,900,600,1920,0,98136,47.5499,-122.394,1090,5412,139.35456000000002,502.79125248,55.741824,83.61273600000001,24,26,6,2014,489950.0,buy
1026,3013300968,2014-08-01,416500.0,3,1.0,1100,4184,1.0,0,0,4,7,1100,0,1965,0,98136,47.5309,-122.382,1630,4366,102.19334400000001,388.70631936,0.0,102.19334400000001,1,31,8,2014,489950.0,buy
1033,4315700175,2014-06-12,440000.0,3,1.0,1210,5750,1.5,0,0,4,7,1210,0,1910,0,98136,47.5403,-122.391,1160,5000,112.4126784,534.19248,0.0,112.4126784,12,24,6,2014,489950.0,buy
1041,7104100065,2014-09-26,425000.0,2,2.0,1280,4095,2.0,0,0,4,8,1280,0,1918,0,98136,47.5501,-122.393,1470,5500,118.9158912,380.4379488,0.0,118.9158912,26,39,9,2014,489950.0,buy
1052,312000295,2015-01-22,400000.0,2,1.0,920,5120,1.0,0,0,5,7,920,0,1952,0,98136,47.5569,-122.394,1190,5120,85.4707968,475.6635648,0.0,85.4707968,22,4,1,2015,489950.0,buy
1066,5705500075,2015-03-26,388000.0,2,1.75,800,4800,1.0,0,0,4,6,800,0,1922,0,98136,47.5559,-122.396,1090,5000,74.322432,445.934592,0.0,74.322432,26,13,3,2015,489950.0,buy
1068,1090000075,2014-12-16,393000.0,2,1.0,1020,4200,1.0,0,0,5,6,1020,0,1923,0,98136,47.5319,-122.391,1660,4200,94.76110080000001,390.192768,0.0,94.76110080000001,16,51,12,2014,489950.0,buy
1074,4322200105,2015-03-31,229050.0,1,1.0,420,3298,1.0,0,0,4,4,420,0,1949,0,98136,47.5375,-122.391,1460,4975,39.0192768,306.39422592,0.0,39.0192768,31,14,3,2015,489950.0,buy
1076,2594200350,2015-03-04,445000.0,2,1.0,910,7200,1.0,0,1,4,7,830,80,1936,0,98136,47.5145,-122.39,1700,7200,84.5417664,668.9018880000001,7.4322432,77.1095232,4,10,3,2015,489950.0,buy
1081,3560800040,2014-10-28,400000.0,2,1.75,960,6200,1.0,0,0,4,7,960,0,1946,0,98136,47.5551,-122.396,1000,6000,89.18691840000001,575.9988480000001,0.0,89.18691840000001,28,44,10,2014,489950.0,buy
1082,7625703405,2014-09-10,431000.0,2,1.0,1000,6500,1.0,0,0,4,7,1000,0,1918,0,98136,47.5474,-122.388,1280,6500,92.90304,603.86976,0.0,92.90304,10,37,9,2014,489950.0,buy
1083,2810100040,2014-05-07,485000.0,3,2.0,1610,4160,1.0,0,0,4,7,1010,600,1917,0,98136,47.5421,-122.388,1040,4400,149.5738944,386.47664640000005,55.741824,93.8320704,7,19,5,2014,489950.0,buy
1094,7625703065,2014-06-04,375000.0,2,1.0,820,6250,1.0,0,0,4,5,820,0,1922,0,98136,47.5479,-122.384,1300,6250,76.18049280000001,580.644,0.0,76.18049280000001,4,23,6,2014,489950.0,buy
1095,9100000040,2014-08-07,480000.0,3,1.75,1710,4080,1.0,0,0,4,7,1130,580,1979,0,98136,47.5563,-122.392,1200,4080,158.86419840000002,379.04440320000003,53.883763200000004,104.9804352,7,32,8,2014,489950.0,buy
1112,3123800080,2014-11-12,365000.0,2,1.5,1160,8060,1.0,0,0,4,7,1160,0,1950,0,98136,47.5146,-122.386,1500,8060,107.76752640000001,748.7985024000001,0.0,107.76752640000001,12,46,11,2014,489950.0,buy
1115,7625701900,2015-02-22,467500.0,2,1.75,1490,4800,1.0,0,0,4,7,750,740,1918,0,98136,47.5496,-122.391,1400,6000,138.4255296,445.934592,68.74824960000001,69.67728000000001,22,8,2,2015,489950.0,buy
1120,826000480,2014-08-26,448500.0,3,1.75,1300,4800,2.0,0,1,4,7,1300,0,1912,0,98136,47.5457,-122.383,1300,4800,120.77395200000001,445.934592,0.0,120.77395200000001,26,35,8,2014,489950.0,buy
1131,7626200235,2014-05-23,464600.0,3,1.75,1120,5500,1.5,0,0,4,7,1120,0,1925,0,98136,47.5445,-122.391,1490,5500,104.0514048,510.96672,0.0,104.0514048,23,21,5,2014,489950.0,buy
1135,2815600235,2015-04-02,450600.0,2,1.0,840,7020,1.5,0,0,4,7,840,0,1943,0,98136,47.5513,-122.394,1310,7072,78.0385536,652.1793408000001,0.0,78.0385536,2,14,4,2015,489950.0,buy
1165,9557200090,2014-11-12,399000.0,3,1.0,990,4250,1.0,0,0,4,7,840,150,1924,0,98136,47.5392,-122.39,990,4500,91.9740096,394.83792000000005,13.935456,78.0385536,12,46,11,2014,489950.0,buy
1182,3524039228,2014-07-23,394000.0,3,2.0,1160,3441,1.0,0,0,4,6,580,580,1930,0,98136,47.5314,-122.392,1160,4000,107.76752640000001,319.67936064,53.883763200000004,53.883763200000004,23,30,7,2014,489950.0,buy
1207,6054650070,2014-10-07,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,127.27716480000001,899.3014272,0.0,127.27716480000001,7,41,10,2014,645000.0,buy
1250,6054650510,2014-06-09,347000.0,3,1.75,1240,8050,1.0,0,0,4,7,1240,0,1978,0,98074,47.6108,-122.044,1370,9856,115.19976960000001,747.8694720000001,0.0,115.19976960000001,9,24,6,2014,645000.0,buy
1256,8644400060,2014-10-29,568000.0,3,2.5,2320,57063,1.0,0,0,4,9,1790,530,1979,0,98074,47.6163,-122.056,3290,7314,215.53505280000002,5301.326171520001,49.2386112,166.2964416,29,44,10,2014,645000.0,buy
1263,7715801040,2015-02-21,465000.0,3,2.0,1430,7125,1.0,0,0,4,7,1430,0,1984,0,98074,47.6256,-122.059,1570,8075,132.85134720000002,661.93416,0.0,132.85134720000002,21,8,2,2015,645000.0,buy
1272,7504400850,2014-05-21,442000.0,4,2.25,2080,12007,1.0,0,0,4,8,1220,860,1979,0,98074,47.6259,-122.051,2110,12459,193.23832320000002,1115.48680128,79.8966144,113.3417088,21,21,5,2014,645000.0,buy
1276,1925069006,2014-12-03,355000.0,1,0.75,530,33278,1.0,0,2,4,4,530,0,1950,0,98074,47.6412,-122.079,2830,14311,49.2386112,3091.6273651200004,0.0,49.2386112,3,49,12,2014,645000.0,buy
1280,1825069031,2014-08-14,550000.0,4,1.75,2410,8447,2.0,0,3,4,8,2060,350,1936,1980,98074,47.6499,-122.088,2520,14789,223.89632640000002,784.75197888,32.516064,191.38026240000002,14,33,8,2014,645000.0,buy
1297,6817800630,2014-05-16,385000.0,3,1.75,1180,10541,1.0,0,0,4,7,940,240,1981,0,98074,47.6348,-122.032,1230,10879,109.62558720000001,979.29094464,22.296729600000003,87.3288576,16,20,5,2014,645000.0,buy
1314,3578401060,2014-12-16,345000.0,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,1950,10125,178.37383680000002,898.5582028800001,0.0,178.37383680000002,16,51,12,2014,645000.0,buy
1342,2872900280,2015-04-06,540000.0,4,2.25,3040,10283,1.0,0,0,4,8,1430,1610,1984,0,98074,47.6268,-122.038,1870,11074,282.4252416,955.32196032,149.5738944,132.85134720000002,6,15,4,2015,645000.0,buy
1344,8078410280,2015-05-04,550000.0,3,2.5,1980,9061,2.0,0,0,4,8,1980,0,1987,0,98074,47.6366,-122.029,1930,8869,183.9480192,841.79444544,0.0,183.9480192,4,19,5,2015,645000.0,buy
1346,6817801150,2015-03-30,555000.0,4,2.5,2160,10987,1.0,0,0,4,8,1440,720,1981,2003,98074,47.6333,-122.034,1280,11617,200.6705664,1020.7257004800001,66.8901888,133.7803776,30,14,3,2015,645000.0,buy
1348,3578400780,2015-03-27,508800.0,3,2.0,1720,10098,1.0,0,0,4,8,1140,580,1981,0,98074,47.6231,-122.043,1840,10098,159.7932288,938.1348979200001,53.883763200000004,105.9094656,27,13,3,2015,645000.0,buy
1358,3575303970,2014-07-16,340000.0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6169,-122.062,1230,7500,93.8320704,696.7728000000001,0.0,93.8320704,16,29,7,2014,645000.0,buy
1362,3575304895,2014-09-23,406550.0,5,2.75,2400,15781,1.0,0,0,4,7,1200,1200,1974,0,98074,47.622,-122.059,2390,7500,222.967296,1466.1028742400001,111.483648,111.483648,23,39,9,2014,645000.0,buy
1365,7504001080,2015-03-04,590000.0,4,2.5,2940,12600,1.0,0,0,4,8,1850,1090,1974,0,98074,47.6294,-122.062,2030,11770,273.1349376,1170.5783040000001,101.26431360000001,171.87062400000002,4,10,3,2015,645000.0,buy
1370,8562901250,2014-08-27,516000.0,4,2.75,2210,10800,1.0,0,0,4,8,1170,1040,1997,0,98074,47.6086,-122.059,2210,10800,205.3157184,1003.352832,96.61916160000001,108.69655680000001,27,35,8,2014,645000.0,buy
1374,6600220150,2015-03-10,549950.0,4,2.5,2230,14694,1.0,0,0,4,7,1180,1050,1981,0,98074,47.6305,-122.034,1470,13458,207.1737792,1365.11726976,97.548192,109.62558720000001,10,11,3,2015,645000.0,buy
1379,3325069060,2014-09-12,510000.0,3,1.75,1920,43560,1.0,0,0,4,7,1340,580,1962,0,98074,47.6052,-122.044,2540,58806,178.37383680000002,4046.8564224,53.883763200000004,124.4900736,12,37,9,2014,645000.0,buy
1387,8644400040,2014-07-29,605000.0,4,2.25,2510,31584,2.0,0,0,4,9,2510,0,1979,0,98074,47.6153,-122.054,2510,39221,233.1866304,2934.24961536,0.0,233.1866304,29,31,7,2014,645000.0,buy
1388,7715801030,2015-03-31,510000.0,4,2.5,1620,8125,2.0,0,0,4,7,1620,0,1983,0,98074,47.6255,-122.059,1480,8120,150.50292480000002,754.8372,0.0,150.50292480000002,31,14,3,2015,645000.0,buy
1420,8562900310,2014-06-13,615000.0,3,1.75,2350,20820,1.0,0,0,4,8,1800,550,1978,0,98074,47.6095,-122.059,2040,10800,218.322144,1934.2412928,51.096672000000005,167.22547200000002,13,24,6,2014,645000.0,buy
1429,7504180070,2014-11-11,577000.0,3,1.5,1560,20251,1.0,0,0,5,7,1200,360,1989,0,98074,47.619,-122.054,1560,19119,144.9287424,1881.37946304,33.4450944,111.483648,11,46,11,2014,645000.0,buy
1437,3575301550,2015-04-07,560000.0,3,2.75,1620,7500,1.0,0,0,5,7,1140,480,1979,0,98074,47.6175,-122.065,1900,7500,150.50292480000002,696.7728000000001,44.593459200000005,105.9094656,7,15,4,2015,645000.0,buy
1452,3575200030,2014-07-29,549000.0,4,2.25,2420,59800,1.0,0,0,4,8,1350,1070,1985,0,98074,47.6206,-122.056,2160,17598,224.8253568,5555.601792,99.4062528,125.419104,29,31,7,2014,645000.0,buy
1481,8562900180,2014-05-09,491300.0,3,1.75,1750,11340,1.0,0,1,4,7,1300,450,1987,0,98074,47.6099,-122.058,2310,11340,162.58032,1053.5204736,41.806368000000006,120.77395200000001,9,19,5,2014,645000.0,buy
1482,1939120540,2014-07-22,640000.0,3,2.5,2390,8315,2.0,0,0,4,9,2390,0,1990,0,98074,47.6271,-122.028,2370,7816,222.03826560000002,772.4887776,0.0,222.03826560000002,22,30,7,2014,645000.0,buy
1500,8562901830,2014-08-05,454800.0,4,2.25,2490,10720,1.0,0,1,4,7,1400,1090,1979,0,98074,47.6137,-122.06,3080,10720,231.3285696,995.9205888,101.26431360000001,130.064256,5,32,8,2014,645000.0,buy
1518,8653600050,2015-02-25,572000.0,3,1.75,1850,22767,1.5,0,4,5,6,1850,0,1908,0,98074,47.6144,-122.067,2700,17906,171.87062400000002,2115.1235116800003,0.0,171.87062400000002,25,9,2,2015,645000.0,buy
1520,3575302880,2014-11-10,339300.0,3,2.0,970,10000,1.0,0,0,5,7,970,0,1972,0,98074,47.6205,-122.063,1230,7500,90.11594880000001,929.0304000000001,0.0,90.11594880000001,10,46,11,2014,645000.0,buy
1536,3575304017,2014-08-22,315000.0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6172,-122.061,1250,10000,93.8320704,696.7728000000001,0.0,93.8320704,22,34,8,2014,645000.0,buy
1558,3575302759,2014-08-06,365000.0,2,1.75,1270,7500,1.0,0,0,4,7,1270,0,1982,0,98074,47.6186,-122.063,1280,7500,117.9868608,696.7728000000001,0.0,117.9868608,6,32,8,2014,645000.0,buy
1590,6600220300,2014-09-14,600000.0,4,2.5,2230,12753,1.0,0,0,4,7,1180,1050,1981,0,98074,47.6297,-122.033,1860,12753,207.1737792,1184.79246912,97.548192,109.62558720000001,14,37,9,2014,645000.0,buy
1593,3575303700,2014-07-25,324950.0,3,1.0,1240,7500,1.0,0,0,4,7,1240,0,1976,0,98074,47.6199,-122.062,1240,9750,115.19976960000001,696.7728000000001,0.0,115.19976960000001,25,30,7,2014,645000.0,buy
1599,3578401210,2014-12-18,557000.0,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,1983,0,98074,47.6204,-122.044,1980,11315,247.12208640000003,1051.1978976,0.0,247.12208640000003,18,51,12,2014,645000.0,buy
1600,8562901010,2014-09-26,505000.0,2,3.0,2770,10800,1.5,0,0,5,8,1910,860,1984,0,98074,47.6082,-122.057,2140,10800,257.34142080000004,1003.352832,79.8966144,177.4448064,26,39,9,2014,645000.0,buy
1700,8121610110,2015-03-03,521000.0,3,1.75,1720,37363,1.0,0,0,4,8,1350,370,1974,0,98053,47.6608,-122.035,2740,40635,159.7932288,3471.1362835200002,34.374124800000004,125.419104,3,10,3,2015,635000.0,buy
1774,203100460,2014-09-24,400000.0,1,1.0,530,13679,1.0,0,0,4,6,530,0,1949,0,98053,47.6422,-121.954,1930,20624,49.2386112,1270.8206841600002,0.0,49.2386112,24,39,9,2014,635000.0,buy
1805,1525069058,2014-06-26,568000.0,4,1.75,2110,265716,1.0,0,0,4,8,2110,0,1979,0,98053,47.657,-122.026,2110,110597,196.02541440000002,24685.824176640002,0.0,196.02541440000002,26,26,6,2014,635000.0,buy
1822,8807600140,2015-04-24,405000.0,3,1.0,1280,11625,1.0,0,0,4,7,1280,0,1977,0,98053,47.6827,-122.059,1320,10875,118.9158912,1079.99784,0.0,118.9158912,24,17,4,2015,635000.0,buy
1826,203100435,2014-09-18,484000.0,1,0.0,690,23244,1.0,0,0,4,7,690,0,1948,0,98053,47.6429,-121.955,1690,19290,64.1030976,2159.43826176,0.0,64.1030976,18,38,9,2014,635000.0,buy
1885,3811000180,2015-03-05,635000.0,4,2.25,2350,46173,2.0,0,0,4,8,2350,0,1980,0,98053,47.6657,-122.067,2390,36567,218.322144,4289.6120659200005,0.0,218.322144,5,10,3,2015,635000.0,buy
1918,8807300130,2014-12-17,330000.0,3,1.0,910,10240,1.0,0,0,4,6,910,0,1969,0,98053,47.6729,-122.064,1140,10720,84.5417664,951.3271296,0.0,84.5417664,17,51,12,2014,635000.0,buy
1936,7511200190,2014-09-10,580000.0,4,2.25,2570,36465,2.0,0,0,4,8,2570,0,1980,0,98053,47.6555,-122.042,2390,41454,238.76081280000002,3387.7093536,0.0,238.76081280000002,10,37,9,2014,635000.0,buy
1944,8807810660,2015-03-02,350000.0,3,1.0,1150,12877,1.0,0,0,4,6,1150,0,1970,0,98053,47.6614,-122.056,1490,12150,106.838496,1196.31244608,0.0,106.838496,2,10,3,2015,635000.0,buy
1961,203900610,2014-07-24,339000.0,3,1.75,1150,13278,1.0,0,0,5,7,1150,0,1966,0,98053,47.6384,-121.969,1560,12400,106.838496,1233.5665651200002,0.0,106.838496,24,30,7,2014,635000.0,buy
1967,8807810090,2014-09-25,335000.0,3,1.0,1350,14212,1.0,0,0,4,6,1350,0,1981,0,98053,47.6606,-122.06,1520,14404,125.419104,1320.33800448,0.0,125.419104,25,39,9,2014,635000.0,buy
1968,9508850120,2014-06-27,602000.0,4,1.75,2420,37800,1.0,0,0,4,8,1880,540,1981,0,98053,47.6688,-122.024,2780,35532,224.8253568,3511.7349120000003,50.1676416,174.6577152,27,26,6,2014,635000.0,buy
2044,7983200060,2015-04-24,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,116.12880000000001,908.0343129600001,0.0,116.12880000000001,24,17,4,2015,266500.0,buy
2045,921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,122.63201280000001,1615.5838656,0.0,122.63201280000001,13,33,8,2014,266500.0,buy
2049,3584000310,2014-12-08,225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,132.85134720000002,790.1403552,0.0,132.85134720000002,8,50,12,2014,266500.0,buy
2050,1745100140,2014-10-17,210000.0,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164,157.935168,1058.1656256,0.0,157.935168,17,42,10,2014,266500.0,buy
2052,7511800070,2014-08-21,264000.0,3,1.5,1820,10608,1.0,0,0,4,7,1820,0,1962,0,98003,47.3366,-122.306,1380,8976,169.0835328,985.51544832,0.0,169.0835328,21,34,8,2014,266500.0,buy
2055,7203000640,2014-09-18,215000.0,4,1.0,1130,7400,1.0,0,0,4,7,1130,0,1969,0,98003,47.3437,-122.316,1540,7379,104.9804352,687.4824960000001,0.0,104.9804352,18,38,9,2014,266500.0,buy
2056,2329500260,2014-07-09,232500.0,3,1.5,1940,9887,1.0,0,0,4,7,1140,800,1969,0,98003,47.3289,-122.327,1410,9936,180.23189760000002,918.5323564800001,74.322432,105.9094656,9,28,7,2014,266500.0,buy
2057,421049116,2015-01-21,216000.0,3,1.0,1280,8712,1.0,0,0,4,7,1280,0,1956,0,98003,47.3298,-122.297,1420,8800,118.9158912,809.3712844800001,0.0,118.9158912,21,4,1,2015,266500.0,buy
2061,7683800192,2014-11-07,179950.0,3,1.0,960,10125,1.0,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,89.18691840000001,940.6432800000001,0.0,89.18691840000001,7,45,11,2014,266500.0,buy
2065,7203000465,2014-10-18,245000.0,3,2.0,1450,9333,2.0,0,0,4,7,1450,0,1972,0,98003,47.346,-122.315,1910,7701,134.709408,867.06407232,0.0,134.709408,18,42,10,2014,266500.0,buy
2077,4322300340,2015-01-12,265000.0,4,1.5,1740,12728,1.0,0,0,4,7,1180,560,1964,0,98003,47.2808,-122.3,1830,11125,161.6512896,1182.46989312,52.0257024,109.62558720000001,12,3,1,2015,266500.0,buy
2080,2268000370,2014-07-08,190000.0,3,1.0,910,10575,1.0,0,0,4,7,910,0,1968,0,98003,47.2741,-122.301,1470,10425,84.5417664,982.449648,0.0,84.5417664,8,28,7,2014,266500.0,buy
2082,2190601049,2015-04-29,212000.0,3,1.5,1010,10000,1.0,0,0,4,7,1010,0,1973,0,98003,47.2881,-122.294,2420,34637,93.8320704,929.0304000000001,0.0,93.8320704,29,18,4,2015,266500.0,buy
2083,4131500140,2015-02-12,175000.0,5,1.75,1680,8400,1.0,0,0,4,7,1680,0,1979,0,98003,47.3035,-122.307,1800,8550,156.0771072,780.385536,0.0,156.0771072,12,7,2,2015,266500.0,buy
2100,5151600480,2015-04-02,248000.0,3,1.75,1840,19501,1.0,0,0,4,8,1270,570,1972,0,98003,47.3364,-122.318,1910,12000,170.9415936,1811.7021830400001,52.9547328,117.9868608,2,14,4,2015,266500.0,buy
2107,1140000050,2014-11-26,215000.0,3,1.75,1280,10016,1.0,0,0,4,7,1280,0,1975,0,98003,47.2823,-122.333,1670,9764,118.9158912,930.51684864,0.0,118.9158912,26,48,11,2014,266500.0,buy
2111,2268000470,2014-12-31,241500.0,3,1.0,1400,10425,1.0,0,0,4,7,1400,0,1968,0,98003,47.2738,-122.301,1440,10425,130.064256,968.5141920000001,0.0,130.064256,31,1,12,2014,266500.0,buy
2115,7875400050,2014-08-27,212000.0,3,1.5,1060,9225,1.0,0,0,4,7,1060,0,1955,0,98003,47.3217,-122.318,1270,9375,98.4772224,857.0305440000001,0.0,98.4772224,27,35,8,2014,266500.0,buy
2116,3391900130,2014-09-03,258750.0,4,2.0,2300,8400,1.0,0,0,4,6,1150,1150,1962,0,98003,47.3282,-122.332,1230,8400,213.676992,780.385536,106.838496,106.838496,3,36,9,2014,266500.0,buy
2119,2268000050,2014-07-21,229900.0,3,1.0,1010,8848,1.0,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,10650,93.8320704,822.00609792,0.0,93.8320704,21,30,7,2014,266500.0,buy
2120,2191600780,2014-10-10,219000.0,2,1.0,1050,9000,1.5,0,0,4,7,1050,0,1984,0,98003,47.2887,-122.299,1550,9600,97.548192,836.1273600000001,0.0,97.548192,10,41,10,2014,266500.0,buy
2121,4222310290,2014-08-19,253000.0,4,2.0,1910,7826,1.0,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826,177.4448064,727.0591910400001,71.5353408,105.9094656,19,34,8,2014,266500.0,buy
2128,2345500010,2014-09-25,210500.0,2,1.75,2040,8600,1.0,0,0,4,6,1430,610,1985,0,98003,47.2755,-122.308,1310,7859,189.52220160000002,798.9661440000001,56.6708544,132.85134720000002,25,39,9,2014,266500.0,buy
2135,7941600220,2014-06-10,219900.0,3,1.0,970,7742,1.0,0,0,4,6,970,0,1967,0,98003,47.3173,-122.327,970,7650,90.11594880000001,719.25533568,0.0,90.11594880000001,10,24,6,2014,266500.0,buy
2160,5149800040,2014-09-18,255000.0,4,2.0,2560,12155,1.0,0,0,4,7,1350,1210,1960,0,98003,47.3326,-122.323,1790,11906,237.8317824,1129.2364512000001,112.4126784,125.419104,18,38,9,2014,266500.0,buy
2164,3275310220,2014-12-22,244000.0,3,2.0,1360,9688,1.0,0,0,4,7,1360,0,1983,0,98003,47.2574,-122.31,1390,9685,126.3481344,900.0446515200001,0.0,126.3481344,22,52,12,2014,266500.0,buy
2185,4322300140,2014-11-03,265000.0,3,2.25,1450,13439,1.0,0,0,4,7,1180,270,1963,0,98003,47.2811,-122.299,1520,12348,134.709408,1248.52395456,25.0838208,109.62558720000001,3,45,11,2014,266500.0,buy
2191,7941600390,2014-06-23,225000.0,3,1.75,1580,8820,1.0,0,0,4,7,1580,0,1967,0,98003,47.317,-122.325,1280,8500,146.7868032,819.4048128000001,0.0,146.7868032,23,26,6,2014,266500.0,buy
2198,2821049082,2015-02-12,225000.0,2,1.0,1040,11500,1.0,0,0,5,7,1040,0,1947,0,98003,47.2791,-122.3,1300,11954,96.61916160000001,1068.38496,0.0,96.61916160000001,12,7,2,2015,266500.0,buy
2202,537000416,2015-04-29,250000.0,3,2.0,1680,7900,2.0,0,0,4,7,1680,0,1953,0,98003,47.3255,-122.305,1250,15600,156.0771072,733.934016,0.0,156.0771072,29,18,4,2015,266500.0,buy
2203,3275300270,2014-07-08,250000.0,3,1.75,1140,10400,1.0,0,0,4,7,1140,0,1983,0,98003,47.2598,-122.311,1280,9800,105.9094656,966.1916160000001,0.0,105.9094656,8,28,7,2014,266500.0,buy
2204,103400160,2014-05-15,263000.0,3,2.25,1590,7748,2.0,0,0,4,7,1590,0,1991,0,98003,47.2857,-122.3,1590,7606,147.7158336,719.8127539200001,0.0,147.7158336,15,20,5,2014,266500.0,buy
2209,7466900320,2015-03-04,242000.0,3,1.75,1300,9856,1.0,0,0,4,7,1300,0,1962,0,98003,47.3448,-122.298,1400,9600,120.77395200000001,915.6523622400001,0.0,120.77395200000001,4,10,3,2015,266500.0,buy
2210,7682200320,2015-04-09,197400.0,3,2.0,1610,7575,1.0,0,0,4,7,1110,500,1965,0,98003,47.334,-122.3,1920,8400,149.5738944,703.740528,46.45152,103.12237440000001,9,15,4,2015,266500.0,buy
2219,9315100210,2015-02-17,227490.0,3,1.75,1820,7194,1.0,0,0,4,7,1820,0,1967,0,98003,47.3352,-122.307,1420,7560,169.0835328,668.34446976,0.0,169.0835328,17,8,2,2015,266500.0,buy
2220,2329600040,2014-11-18,158000.0,3,1.5,990,8925,1.0,0,0,4,7,990,0,1962,0,98003,47.3294,-122.331,1360,8625,91.9740096,829.1596320000001,0.0,91.9740096,18,47,11,2014,266500.0,buy
2229,3375300360,2014-07-01,217500.0,3,1.75,1400,9546,1.0,0,0,4,7,1400,0,1984,0,98003,47.3179,-122.331,1660,8550,130.064256,886.85241984,0.0,130.064256,1,27,7,2014,266500.0,buy
2230,2190600243,2014-11-18,210000.0,3,1.5,1400,9600,1.0,0,0,4,7,1400,0,1964,0,98003,47.2878,-122.297,2210,15000,130.064256,891.869184,0.0,130.064256,18,47,11,2014,266500.0,buy
2232,4222310220,2014-08-25,235500.0,3,1.5,1380,7600,1.0,0,0,4,7,790,590,1971,0,98003,47.3489,-122.306,1570,7904,128.2061952,706.0631040000001,54.812793600000006,73.3934016,25,35,8,2014,266500.0,buy
2236,7683800212,2014-12-18,229000.0,3,1.0,1010,12705,1.0,0,0,4,7,1010,0,1959,0,98003,47.3348,-122.303,1490,10200,93.8320704,1180.3331232,0.0,93.8320704,18,51,12,2014,266500.0,buy
2237,2268000180,2015-03-25,230000.0,3,1.0,1250,9035,1.0,0,0,4,7,1250,0,1970,0,98003,47.275,-122.302,1350,10425,116.12880000000001,839.3789664000001,0.0,116.12880000000001,25,13,3,2015,266500.0,buy
2242,2501600150,2015-03-10,194000.0,4,2.0,1760,7700,1.0,0,0,4,7,1760,0,1962,0,98003,47.3299,-122.318,1870,7316,163.50935040000002,715.3534080000001,0.0,163.50935040000002,10,11,3,2015,266500.0,buy
2247,4222310010,2014-12-26,152500.0,4,1.0,1730,7350,1.5,0,0,4,6,1730,0,1970,0,98003,47.3467,-122.307,1440,7752,160.72225920000002,682.837344,0.0,160.72225920000002,26,52,12,2014,266500.0,buy
2255,2329600280,2015-02-02,225900.0,3,1.0,1510,8800,1.0,0,0,4,7,1010,500,1963,0,98003,47.329,-122.33,1290,8470,140.2835904,817.5467520000001,46.45152,93.8320704,2,6,2,2015,266500.0,buy
2258,7683800010,2015-04-21,205000.0,3,1.0,1300,9880,1.0,0,0,4,7,1300,0,1959,0,98003,47.3352,-122.297,2140,9600,120.77395200000001,917.8820352,0.0,120.77395200000001,21,17,4,2015,266500.0,buy
2260,7943000020,2015-03-26,183000.0,2,1.0,760,7272,1.0,0,0,4,7,760,0,1980,0,98003,47.3205,-122.33,1370,7866,70.6063104,675.59090688,0.0,70.6063104,26,13,3,2015,266500.0,buy
